REGISTRATION_ID,CUST_ID,PRODUCT_ID,CATEGORY,LINE,ITEM_NAME,ACTIVITY_TYPE,ACTIVITY_TYPE_DESC,ACTIVITY_TIME_DATE_FORMAT,ACTIVITY_AMOUNT,ONLINE_CATEGORY,ONLINE_PRODUCT_INFORMATION,PRODUCT_BROWSED,PRODUCT_PURCHASED,ITEMS_PLACED_IN_CART,ONSITE_SEARCHES,PAGE_VIEWS,PRODUCT_ABANDONED
GREGORYBODZ@EMAIL1.COM,742,Elie Tahari Hawaii Sunset Maxi Dress,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 7:33,-,Clothes,Clothes,0,0,0,0,0,0
GREGORYBODZ@EMAIL1.COM,742,Elie Tahari White Career Blouse,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 7:33,-,Clothes,Clothes,0,0,0,0,0,0
DANIEL.BARNFIELD,399,Nike Women's Hyperspike Shoe,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 4:12,-,Clothes,Clothes,0,0,0,0,0,0
DANIEL.BARNFIELD,399,Nike Women's Air Max Running Shoe,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 4:12,-,Clothes,Clothes,0,0,0,0,0,0
TREVOR.BAUER,302,Nike Women's Free 5.0 Running Shoe,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 2:52,-,Clothes,Clothes,0,0,0,0,0,0
TREVOR.BAUER,302,Nike  Women's Air Max,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 2:52,-,Clothes,Clothes,0,0,0,0,0,0
TREVOR.BAUER,302,Nike Juvenate Women's Gold Shoes,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 2:52,-,Clothes,Clothes,0,0,0,0,0,0
TREVOR.BAUER,302,Nike Women Comfort+ Running Sneakers,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 2:52,-,Clothes,Clothes,0,0,0,0,0,0
TREVOR.BAUER,302,Nike Women Free Running Sneakers,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 16:45,-,Clothes,Clothes,0,0,0,0,0,0
TREVOR.BAUER,302,Ralph Lauren Hooded Pullover,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 16:45,-,Clothes,Clothes,0,0,0,0,0,0
TREVOR.BAUER,302,Ralph Lauren Cotton Indigo Sweater ,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 17:22,-,Clothes,Clothes,0,0,0,0,0,0
TREVOR.BAUER,302,Ralph Lauren Cotton Raglan Sweater,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 17:22,-,Clothes,Clothes,0,0,0,0,0,0
TREVOR.BAUER,302,Ralph Lauren Cashmere Sweater,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 17:22,-,Clothes,Clothes,0,0,0,0,0,0
TREVOR.BAUER,302,Ralph Lauren Ribbed Cotton Sweater,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 17:22,-,Clothes,Clothes,0,0,0,0,0,0
TREVOR.BAUER,302,Ralph Lauren Sport Cable Knit Sweater,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 17:22,-,Clothes,Clothes,0,0,0,0,0,0
TREVOR.BAUER,302,Guess Women's Full Collar Short Down Jacket,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 17:22,-,Clothes,Clothes,0,0,0,0,0,0
TREVOR.BAUER,302,Guess Women's Wrap Coat,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 16:43,-,Clothes,Clothes,0,0,0,0,0,0
TREVOR.BAUER,302,Guess Women's Quilted Jacket,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 16:43,-,Clothes,Clothes,0,0,0,0,0,0
UNKNOWN@EMAIL4.COM,,Guess Women's Moto Jacket,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 12:00,-,Clothes,Clothes,0,0,0,0,0,0
BOB.BODZ@EMAIL1.COM,414,Guess Women's Jean Jacket,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 14:25,-,Clothes,Clothes,0,0,0,0,0,0
BOB.BODZ@EMAIL1.COM,414,Guess Women's Skinny Jeans,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 14:25,-,Clothes,Clothes,0,0,0,0,0,0
BOB.BODZ@EMAIL1.COM,414,Guess Women's Boot Cut Jeans,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 2:24,-,Clothes,Clothes,0,0,0,0,0,0
BOB.BODZ@EMAIL1.COM,414,Guess Women's Mid-rise Jeans,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 2:24,-,Clothes,Clothes,0,0,0,0,0,0
CHARLIEWEBB@EMAIL1.COM,700,Tommy Hilfiger Jacquard Tote,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 2:16,-,Clothes,Clothes,0,0,0,0,0,0
GREGORY.PITT,268,Tommy Arianna Tote,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 15:17,-,Clothes,Clothes,0,0,0,0,0,0
GREGORY.PITT,268,Tommy Hilfiger Everyday Tote,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 15:17,-,Clothes,Clothes,0,0,0,0,0,0
GREGORY.PITT,268,Tommy Hilfiger Alexa purse ,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 14:51,-,Clothes,Clothes,0,0,0,0,0,0
GREGORY.PITT,268,Elie Tahari Jocelyn Dress,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 14:51,-,Clothes,Clothes,0,0,0,0,0,0
GREGORY.PITT,268,Elie Tahari Emory Dress,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 14:51,-,Clothes,Clothes,0,0,0,0,0,0
GREGORY.PITT,268,Elie Tahari Ophelia Dress,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 14:51,-,Clothes,Clothes,0,0,0,0,0,0
GREGORY.PITT,268,Elie Tahari Gwenyth Dress,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 14:51,-,Clothes,Clothes,0,0,0,0,0,0
GREGORY.PITT,268,Adidas Black Running Tights,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 14:51,-,Clothes,Clothes,0,0,0,0,0,0
CHRISBAUER@EMAIL1.COM,590,Adidas Originals Black Hoodie,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 7:29,-,Clothes,Clothes,0,0,0,0,0,0
CHRISBAUER@EMAIL1.COM,590,Adidas Originals Grey Hoodie,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 7:29,-,Clothes,Clothes,0,0,0,0,0,0
CHRISBAUER@EMAIL1.COM,590,Adidas Originals Classic White Sweatshirt,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 7:29,-,Clothes,Clothes,0,0,0,0,0,0
CHRISBAUER@EMAIL1.COM,590,Adidas Originals Classic Black Sweatshirt,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 7:29,-,Clothes,Clothes,0,0,0,0,0,0
CHRISBAUER@EMAIL1.COM,590,Adidas Originals Classic Grey Sweatshirt,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 7:29,-,Clothes,Clothes,0,0,0,0,0,0
CHRISBAUER@EMAIL1.COM,590,Adidas Originals Grey Running Tights,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 7:29,-,Clothes,Clothes,0,0,0,0,0,0
CHRISBAUER@EMAIL1.COM,590,Adidas Training Pant - Black,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 7:29,-,Clothes,Clothes,0,0,0,0,0,0
CHRISBAUER@EMAIL1.COM,590,Adidas Training Pant - White,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 7:29,-,Clothes,Clothes,0,0,0,0,0,0
CHRISBAUER@EMAIL1.COM,590,Adidas Classic 3-stripe pant,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 9:18,-,Clothes,Clothes,0,0,0,0,0,0
CHRISBAUER@EMAIL1.COM,590,Adidas Classic 3-stripe pant - blue,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 9:18,-,Clothes,Clothes,0,0,0,0,0,0
UNKNOWN@EMAIL4.COM,,Elie Tahari Lace Dress,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 12:00,-,Clothes,Clothes,0,0,0,0,0,0
UNKNOWN@EMAIL4.COM,,Adidas Training Pant - Black,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 12:00,-,Clothes,Clothes,0,0,0,0,0,0
ALAN.ROBERTS@EMAIL1.COM,840,Adidas Originals Grey Running Tights,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 12:41,-,Clothes,Clothes,0,0,0,0,0,0
CHARLIEWEBB@EMAIL1.COM,700,Anastasia Beverly Hills Dress,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 2:16,-,Clothes,Clothes,0,0,0,0,0,0
CHRISBAUER@EMAIL1.COM,590,Guess Fit and Flair Dress,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 9:18,-,Clothes,Clothes,0,0,0,0,0,0
CHRISBAUER@EMAIL1.COM,590,Bar III Cropped Jacket,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 9:18,-,Clothes,Clothes,0,0,0,0,0,0
CHRISBAUER@EMAIL1.COM,590,Anne Klein Fayza Dress Shoes,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 9:18,-,Clothes,Clothes,0,0,0,0,0,0
CHRISBAUER@EMAIL1.COM,590,Anne Klein Barb Dress Shoes,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 9:18,-,Clothes,Clothes,0,0,0,0,0,0
CHRISBAUER@EMAIL1.COM,590,Calvin Klein Gayle High Heel Shoes,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 9:18,-,Clothes,Clothes,0,0,0,0,0,0
CHRISBAUER@EMAIL1.COM,590,Calvin Klein Catherine High Heel Shoes,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 9:18,-,Clothes,Clothes,0,0,0,0,0,0
CHRISBAUER@EMAIL1.COM,590,Calvin Klein Zipper Sheath Dress,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 9:18,-,Clothes,Clothes,0,0,0,0,0,0
CHRISBAUER@EMAIL1.COM,590,Calvin Klein Sleevess Belted Striped Dress,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 9:18,-,Clothes,Clothes,0,0,0,0,0,0
CHRISBAUER@EMAIL1.COM,590,Calvin Klein Horseshoe Neckline Dress,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 9:18,-,Clothes,Clothes,0,0,0,0,0,0
CHRISBAUER@EMAIL1.COM,590,Calvin Klein Textured Sheath Dress,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 9:18,-,Clothes,Clothes,0,0,0,0,0,0
CHRISBAUER@EMAIL1.COM,590,Elie Tahari Women's Kyle Knit Dress,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 9:18,-,Clothes,Clothes,0,0,0,0,0,0
CHRISBAUER@EMAIL1.COM,590,Elie Tahari Women's Kyle Twist Knit Dress,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 9:18,-,Clothes,Clothes,0,0,0,0,0,0
CHRISBAUER@EMAIL1.COM,590,Nike Women's Black Leggings,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 9:18,-,Clothes,Clothes,0,0,0,0,0,0
CHRISBAUER@EMAIL1.COM,590,Nike Women's Blue Leggings,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 9:18,-,Clothes,Clothes,0,0,0,0,0,0
CHRISBAUER@EMAIL1.COM,590,Nike Women's Miulticolor Leggings,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 9:18,-,Clothes,Clothes,0,0,0,0,0,0
CHRISBAUER@EMAIL1.COM,590,Nike Women's Flash Running Tights,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 9:18,-,Clothes,Clothes,0,0,0,0,0,0
CHRISBAUER@EMAIL1.COM,590,Elie Tahari One Button Jacket,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 9:18,-,Clothes,Clothes,0,0,0,0,0,0
CHRISBAUER@EMAIL1.COM,590,Elie Tahari Eggplant Career Suit,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 9:18,-,Clothes,Clothes,0,0,0,0,0,0
CHRISBAUER@EMAIL1.COM,590,Elie Tahari Black Career Suit,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 9:18,-,Clothes,Clothes,0,0,0,0,0,0
CHRISBAUER@EMAIL1.COM,590,Elie Tahari Scarlett Sleeveless Blouse,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 9:18,-,Clothes,Clothes,0,0,0,0,0,0
CHRISBAUER@EMAIL1.COM,590,Elie Tahari Watercolor Maxi Dress,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 9:18,-,Clothes,Clothes,0,0,0,0,0,0
CHRISBAUER@EMAIL1.COM,590,Elie Tahari Waterfall Maxi Dress,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 9:18,-,Clothes,Clothes,0,0,0,0,0,0
CHRIS.BAUER,166,Elie Tahari Hawaii Sunset Maxi Dress,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 19:35,-,Clothes,Clothes,0,0,0,0,0,0
ADRIAN.MOSS,151,Elie Tahari White Career Blouse,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 3:35,-,Clothes,Clothes,0,0,0,0,0,0
ADRIAN.MOSS,151,Nike Women's Hyperspike Shoe,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 3:35,-,Clothes,Clothes,0,0,0,0,0,0
ADRIAN.MOSS,151,Nike Women's Air Max Running Shoe,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 12:52,-,Clothes,Clothes,0,0,0,0,0,0
ADRIAN.MOSS,151,Nike Women's Free 5.0 Running Shoe,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 12:52,-,Clothes,Clothes,0,0,0,0,0,0
ADRIAN.MOSS,151,Nike  Women's Air Max,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 12:52,-,Clothes,Clothes,0,0,0,0,0,0
ADRIAN.MOSS,151,Nike Juvenate Women's Gold Shoes,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 12:52,-,Clothes,Clothes,0,0,0,0,0,0
ADRIAN.MOSS,151,Nike Women Comfort+ Running Sneakers,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 12:52,-,Clothes,Clothes,0,0,0,0,0,0
ADRIAN.MOSS,151,Nike Women Free Running Sneakers,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 12:52,-,Clothes,Clothes,0,0,0,0,0,0
ADRIAN.MOSS,151,Ralph Lauren Hooded Pullover,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 7:12,-,Clothes,Clothes,0,0,0,0,0,0
ADRIAN.MOSS,151,Ralph Lauren Cotton Indigo Sweater ,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 7:12,-,Clothes,Clothes,0,0,0,0,0,0
JACOB.CORTEZ,274,Ralph Lauren Cotton Raglan Sweater,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 19:36,-,Clothes,Clothes,0,0,0,0,0,0
JACOB.CORTEZ,274,Ralph Lauren Cashmere Sweater,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 19:36,-,Clothes,Clothes,0,0,0,0,0,0
JACOB.CORTEZ,274,Ralph Lauren Ribbed Cotton Sweater,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 19:36,-,Clothes,Clothes,0,0,0,0,0,0
JACOB.CORTEZ,274,Ralph Lauren Sport Cable Knit Sweater,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 19:36,-,Clothes,Clothes,0,0,0,0,0,0
JACOB.CORTEZ,274,Guess Women's Full Collar Short Down Jacket,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 19:36,-,Clothes,Clothes,0,0,0,0,0,0
JACOB.CORTEZ,274,Guess Women's Wrap Coat,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 19:36,-,Clothes,Clothes,0,0,0,0,0,0
CHRIS.BAUER,166,Guess Women's Quilted Jacket,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 8:59,-,Clothes,Clothes,0,0,0,0,0,0
CHRIS.BAUER,166,Guess Women's Moto Jacket,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 8:59,-,Clothes,Clothes,0,0,0,0,0,0
CHRIS.BAUER,166,Guess Women's Jean Jacket,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 8:59,-,Clothes,Clothes,0,0,0,0,0,0
CHRIS.BAUER,166,Guess Women's Skinny Jeans,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 8:59,-,Clothes,Clothes,0,0,0,0,0,0
CHRIS.BAUER,166,Guess Women's Boot Cut Jeans,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 19:35,-,Clothes,Clothes,0,0,0,0,0,0
CHRIS.BAUER,166,Guess Women's Mid-rise Jeans,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 19:35,-,Clothes,Clothes,0,0,0,0,0,0
CHRIS.BAUER,166,Tommy Hilfiger Jacquard Tote,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 19:35,-,Clothes,Clothes,0,0,0,0,0,0
JACOB.CORTEZ,274,Tommy Arianna Tote,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 20:52,-,Clothes,Clothes,0,0,0,0,0,0
JACOB.CORTEZ,274,Tommy Hilfiger Everyday Tote,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 20:52,-,Clothes,Clothes,0,0,0,0,0,0
JACOB.CORTEZ,274,Tommy Hilfiger Alexa purse ,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 20:52,-,Clothes,Clothes,0,0,0,0,0,0
JACOB.CORTEZ,274,Elie Tahari Jocelyn Dress,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 20:52,-,Clothes,Clothes,0,0,0,0,0,0
JACOB.CORTEZ,274,Elie Tahari Emory Dress,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 14:39,-,Clothes,Clothes,0,0,0,0,0,0
JACOB.CORTEZ,274,Elie Tahari Ophelia Dress,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 14:39,-,Clothes,Clothes,0,0,0,0,0,0
JACOB.CORTEZ,274,Elie Tahari Gwenyth Dress,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 14:39,-,Clothes,Clothes,0,0,0,0,0,0
JACOB.CORTEZ,274,Adidas Black Running Tights,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 14:39,-,Clothes,Clothes,0,0,0,0,0,0
CHARLIEMOSS@EMAIL1.COM,697,Adidas Originals Black Hoodie,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 16:17,-,Clothes,Clothes,0,0,0,0,0,0
CHARLIEMOSS@EMAIL1.COM,697,Adidas Originals Grey Hoodie,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 16:17,-,Clothes,Clothes,0,0,0,0,0,0
CHARLIE.WEBB@EMAIL3.COM,1093,Adidas Originals Classic White Sweatshirt,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 9:17,-,Clothes,Clothes,0,0,0,0,0,0
CHARLIE.WEBB@EMAIL3.COM,1093,Adidas Originals Classic Black Sweatshirt,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 9:17,-,Clothes,Clothes,0,0,0,0,0,0
CHRIS.HOUSE,168,Adidas Originals Classic Grey Sweatshirt,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 4:53,-,Clothes,Clothes,0,0,0,0,0,0
CHRIS.HOUSE,168,Adidas Originals Grey Running Tights,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 4:53,-,Clothes,Clothes,0,0,0,0,0,0
CHRIS.HOUSE,168,Adidas Training Pant - Black,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 4:53,-,Clothes,Clothes,0,0,0,0,0,0
CHRIS.HOUSE,168,Adidas Training Pant - White,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 4:53,-,Clothes,Clothes,0,0,0,0,0,0
UNKNOWN@EMAIL4.COM,,Adidas Classic 3-stripe pant,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 16:01,-,Clothes,Clothes,0,0,0,0,0,0
JACOB.CORTEZ,274,Adidas Classic 3-stripe pant - blue,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 19:36,-,Clothes,Clothes,0,0,0,0,0,0
JACOB.CORTEZ,274,Elie Tahari Lace Dress,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 19:36,-,Clothes,Clothes,0,0,0,0,0,0
JACOB.CORTEZ,274,Adidas Training Pant - Black,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 16:37,-,Clothes,Clothes,0,0,0,0,0,0
JACOB.CORTEZ,274,Adidas Originals Grey Running Tights,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 16:37,-,Clothes,Clothes,0,0,0,0,0,0
JACOB.CORTEZ,274,Anastasia Beverly Hills Dress,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 16:37,-,Clothes,Clothes,0,0,0,0,0,0
JACOB.CORTEZ,274,Guess Fit and Flair Dress,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 16:37,-,Clothes,Clothes,0,0,0,0,0,0
JACOB.MONK,114,Bar III Cropped Jacket,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 15:48,-,Clothes,Clothes,0,0,0,0,0,0
JACOB.MONK,114,Anne Klein Fayza Dress Shoes,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 15:48,-,Clothes,Clothes,0,0,0,0,0,0
JACOB.MONK,114,Anne Klein Barb Dress Shoes,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 15:48,-,Clothes,Clothes,0,0,0,0,0,0
JACOB.MONK,114,Calvin Klein Gayle High Heel Shoes,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 15:48,-,Clothes,Clothes,0,0,0,0,0,0
JACOB.MONK,114,Calvin Klein Catherine High Heel Shoes,Clothes,Clothes,,7,Conversion Event Completed,11/1/2010 15:48,-,Clothes,Clothes,0,0,0,0,0,0
JACOB.MONK,114,Calvin Klein Zipper Sheath Dress,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 15:48,-,Clothes,Clothes,0,0,0,0,0,0
JACOB.MONK,114,Calvin Klein Sleevess Belted Striped Dress,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 15:48,-,Clothes,Clothes,0,0,0,0,0,0
UNKNOWN@EMAIL4.COM,,Calvin Klein Horseshoe Neckline Dress,Clothes,Clothes,,6,Conversion Event Initiated,11/1/2010 12:00,-,Clothes,Clothes,0,0,0,0,0,0
